20120412100220,23,58,15,3,2,5,4,0,3,5,45,14,4,0,0,0,17,1,12.0100502513,17,20120412100220,433,0,0,2,502,527,20120412100220,1092,20968,0,2,535,531,20120412100220,763,83884,0,2,110,506,20120412100220,582,62912,0,6,34,79
20120412100240,16,36,12,13,5,21,12,0,2,4,56,13,1,7,0,3,29,6,10.5889830508,17,20120412100240,439,0,0,13,498,524,20120412100240,1074,20968,0,19,529,527,20120412100240,796,83884,0,2,115,502,20120412100240,582,115340,0,20,37,84
20120412100300,18,33,5,7,2,31,14,0,2,5,76,14,3,4,0,5,34,12,10.9660377358,18,20120412100300,496,20968,0,14,587,619,20120412100300,1291,20968,0,19,626,622,20120412100300,926,83884,0,0,137,593,20120412100300,678,136312,0,17,45,100
20120412100320,12,28,5,7,2,19,9,2,4,4,56,14,6,12,2,6,38,8,12.1666666667,19,20120412100320,411,20968,0,2,499,525,20120412100320,1091,20968,0,2,531,530,20120412100320,795,83884,0,1,114,503,20120412100320,693,136312,0,28,38,82
20120412100340,14,23,9,10,4,34,14,0,5,2,67,12,3,14,0,3,33,10,12.0077821012,19,20120412100340,461,20968,0,15,559,588,20120412100340,1199,31456,0,23,596,593,20120412100340,872,83884,0,0,127,566,20120412100340,746,136312,0,26,42,92
20120412100400,22,36,13,9,4,21,10,1,2,7,54,16,1,10,0,2,30,5,11.1646090535,17,20120412100400,398,20968,0,12,500,526,20120412100400,1064,41940,0,17,530,527,20120412100400,795,83884,0,1,116,506,20120412100400,553,136312,0,30,39,86
20120412100420,11,29,6,11,3,27,13,2,3,5,52,21,3,11,2,8,40,4,10.9880478088,17,20120412100420,408,20968,0,5,509,535,20120412100420,1092,41940,0,3,542,539,20120412100420,815,83884,0,1,119,516,20120412100420,646,136312,0,28,41,88
20120412100440,15,24,8,10,4,23,13,2,2,7,62,10,3,7,3,1,34,6,10.7264957265,17,20120412100440,431,20968,0,14,540,568,20120412100440,1168,41940,0,22,574,572,20120412100440,819,94368,0,0,118,541,20120412100440,580,136312,0,19,38,84
20120412100500,14,32,10,9,4,52,25,0,1,2,53,18,0,20,0,6,30,3,10.1720430108,18,20120412100500,432,0,0,3,528,556,20120412100500,1118,41940,0,2,562,559,20120412100500,853,94368,0,2,124,536,20120412100500,585,136312,0,15,42,92
20120412100520,12,31,11,10,2,28,9,1,1,4,61,21,2,16,1,5,26,11,11.0714285714,17,20120412100520,425,0,0,13,517,544,20120412100520,1110,41940,0,19,551,547,20120412100520,830,94368,0,0,122,526,20120412100520,584,136312,0,31,42,90
20120412100540,9,31,16,14,6,18,9,0,1,8,41,16,2,9,0,5,40,4,10.4759825328,15,20120412100540,425,20968,0,5,522,550,20120412100540,1113,41940,0,21,555,553,20120412100540,815,94368,0,2,119,527,20120412100540,625,104856,1,23,39,87
20120412100600,12,29,8,8,2,30,15,2,2,7,47,23,0,5,1,3,38,9,11.1493775934,18,20120412100600,381,31456,0,13,465,489,20120412100600,983,20968,0,3,494,491,20120412100600,752,94368,0,1,111,472,20120412100600,497,104856,2,20,38,84
20120412100620,12,18,5,14,5,34,15,5,0,1,47,17,1,9,5,6,23,10,9.8017621145,18,20120412100620,328,31456,0,12,415,436,20120412100620,874,20968,0,16,441,438,20120412100620,682,104856,0,0,102,423,20120412100620,476,104856,0,30,36,78
20120412100640,12,34,11,9,4,36,16,2,2,6,56,18,2,16,2,3,37,7,10.6703296703,17,20120412100640,439,31456,0,3,558,586,20120412100640,1171,20968,0,2,593,589,20120412100640,866,104856,0,2,130,565,20120412100640,651,104856,0,30,43,97
20120412100700,10,23,6,12,3,17,6,2,3,6,44,22,3,7,1,3,24,6,11.5303030303,17,20120412100700,289,31456,0,12,356,374,20120412100700,755,20968,0,20,378,376,20120412100700,561,104856,0,0,81,360,20120412100700,493,157284,0,29,30,60
20120412100800,69,110,30,5,3,18,14,0,3,11,93,36,3,1,0,0,31,1,10.7757009346,18,20120412100800,792,10484,0,4,1018,1072,20120412100800,2144,52428,0,3,1084,1076,20120412100800,1544,104856,0,0,239,1031,20120412100800,1136,136312,0,5,76,178
20120412100820,55,55,12,13,6,42,23,1,6,8,132,41,6,12,0,4,68,9,10.2596348884,17,20120412100820,883,10484,0,22,1079,1136,20120412100820,2308,52428,0,38,1150,1141,20120412100820,1622,104856,0,1,247,1090,20120412100820,1349,136312,0,25,82,181
20120412100840,39,54,20,25,8,67,37,3,4,13,114,29,5,17,4,8,77,23,9.3747714808,16,20120412100840,851,10484,0,24,1051,1106,20120412100840,2216,52428,0,36,1116,1109,20120412100840,1591,104856,0,1,242,1062,20120412100840,1184,136312,1,32,83,180
20120412100900,32,59,15,16,5,50,22,2,4,8,97,24,4,22,2,9,57,19,10.1387024609,16,20120412100900,797,10484,0,3,988,1040,20120412100900,2098,52428,0,5,1051,1044,20120412100900,1488,104856,0,1,226,999,20120412100900,1188,136312,82,240,76,168
20120412100920,29,66,13,29,11,53,23,3,3,10,122,39,2,22,1,12,71,21,9.9,17,20120412100920,880,41940,0,21,1060,1115,20120412100920,2255,52428,0,39,1129,1119,20120412100920,1598,125828,0,1,244,1073,20120412100920,1257,136312,0,47,83,181
20120412100940,33,50,23,24,7,43,22,6,4,8,114,36,4,17,4,2,58,9,10.0474137931,17,20120412100940,844,41940,0,2,1024,1079,20120412100940,2181,52428,0,5,1090,1083,20120412100940,1532,125828,0,0,233,1033,20120412100940,1167,136312,1,34,78,171
20120412101000,23,64,18,11,4,42,20,2,3,9,107,40,3,12,6,8,66,18,9.7631578947,16,20120412101000,751,41940,0,24,927,975,20120412101000,1952,52428,0,40,986,979,20120412101000,1404,125828,0,2,215,939,20120412101000,1091,104856,1,52,74,161
20120412101020,24,63,17,18,7,56,25,1,3,7,103,42,6,16,1,15,72,20,9.4919354839,16,20120412101020,851,20968,0,19,1041,1095,20120412101020,2204,52428,0,31,1107,1098,20120412101020,1583,178256,0,0,243,1054,20120412101020,1213,104856,4,23,82,183
20120412101040,21,54,10,29,10,62,32,9,5,6,115,35,1,24,8,7,73,19,9.6288461538,17,20120412101040,842,20968,0,2,1028,1081,20120412101040,2185,52428,0,3,1093,1084,20120412101040,1534,178256,0,0,234,1039,20120412101040,1258,104856,1,48,80,174
20120412101100,20,55,17,19,4,51,24,5,1,9,99,29,3,23,6,13,66,19,9.0799136069,15,20120412101100,780,10484,0,21,965,1016,20120412101100,2058,52428,0,38,1027,1019,20120412101100,1465,178256,0,2,223,977,20120412101100,1059,136312,0,57,77,167
20120412101120,22,63,15,12,5,60,25,3,3,4,115,33,2,25,1,10,72,12,9.5290456432,16,20120412101120,820,10484,0,20,1018,1071,20120412101120,2166,62912,0,2,1083,1075,20120412101120,1548,178256,0,0,239,1031,20120412101120,1202,136312,0,35,81,179
20120412101140,25,50,16,18,7,63,27,5,3,6,128,43,3,16,4,14,81,21,9.4849056604,16,20120412101140,864,20968,0,4,1035,1089,20120412101140,2193,62912,0,34,1101,1092,20120412101140,1598,136312,0,2,247,1051,20120412101140,1259,136312,0,35,86,187
20120412101200,28,56,5,23,9,54,24,2,1,4,104,39,1,25,4,11,74,17,8.8835758836,15,20120412101200,808,20968,0,20,972,1023,20120412101200,2080,62912,0,38,1034,1026,20120412101200,1492,136312,0,1,230,985,20120412101200,1090,125828,0,34,79,173
20120412101220,32,46,17,21,5,48,24,3,4,6,80,26,5,20,4,11,84,26,9.9437229437,17,20120412101220,735,41940,0,22,904,950,20120412101220,1892,62912,0,3,960,953,20120412101220,1423,136312,0,0,221,921,20120412101220,1239,125828,0,46,77,170
20120412101240,16,47,11,21,6,39,19,0,3,4,78,27,2,15,0,8,48,13,9.7170868347,17,20120412101240,499,41940,0,2,614,646,20120412101240,1315,41940,0,36,653,648,20120412101240,930,94368,0,2,136,619,20120412101240,678,125828,0,12,52,100
20120412101440,33,94,27,26,9,72,38,2,7,11,194,44,9,32,4,12,112,22,10.1069518717,18,20120412101440,1182,31456,0,33,1615,1701,20120412101440,3380,73400,0,50,1720,1706,20120412101440,2425,125828,0,2,365,1631,20120412101440,1785,136312,3,68,122,269
20120412101500,46,83,26,36,13,94,46,11,3,11,152,45,2,24,7,18,94,17,9.2912087912,17,20120412101500,1039,31456,0,30,1391,1462,20120412101500,2863,52428,0,50,1479,1465,20120412101500,2145,125828,0,0,324,1410,20120412101500,1607,136312,1,38,114,245
20120412101520,26,84,26,43,16,106,44,1,6,7,157,60,4,46,5,19,92,18,9.7513157895,17,20120412101520,1124,31456,0,2,1502,1579,20120412101520,3080,52428,0,2,1597,1583,20120412101520,2301,125828,0,1,348,1522,20120412101520,1751,136312,1,69,120,261
20120412101540,39,88,21,34,10,71,31,1,3,6,148,72,7,31,1,17,87,27,9.34870317,16,20120412101540,1090,31456,0,27,1465,1541,20120412101540,3001,52428,0,46,1559,1544,20120412101540,2259,125828,0,1,344,1487,20120412101540,1709,136312,0,35,119,260
20120412101600,30,77,26,25,8,72,35,3,6,14,169,59,3,33,2,13,99,29,10.3285917496,19,20120412101600,1030,31456,0,2,1372,1443,20120412101600,2839,52428,0,46,1460,1447,20120412101600,2103,83884,0,1,315,1390,20120412101600,1655,136312,0,50,111,236
20120412101620,34,84,24,34,13,88,38,1,2,1,180,36,1,33,2,10,106,24,9.2672292546,16,20120412101620,1154,31456,0,34,1568,1650,20120412101620,3258,94368,0,2,1669,1655,20120412101620,2369,83884,0,1,361,1585,20120412101620,1611,125828,2,57,119,268
20120412101640,30,82,21,20,4,99,43,3,2,8,186,54,4,42,3,25,121,38,9.7363057325,17,20120412101640,1169,31456,0,32,1544,1624,20120412101640,3187,94368,0,57,1643,1628,20120412101640,2391,83884,0,0,363,1566,20120412101640,1773,125828,2,52,126,274
20120412101700,22,94,29,24,8,102,51,5,6,14,169,56,6,41,4,15,105,18,9.9154746424,19,20120412101700,1184,31456,0,2,1519,1599,20120412101700,3154,94368,0,52,1617,1603,20120412101700,2336,73400,0,2,352,1538,20120412101700,1741,125828,1,69,122,263
20120412101720,37,80,20,31,11,92,41,5,4,14,175,53,3,40,4,21,125,31,9.8119440915,18,20120412101720,1272,10484,0,35,1621,1705,20120412101720,3330,94368,0,4,1725,1709,20120412101720,2508,94368,0,4,379,1644,20120412101720,1894,146800,1,45,130,286
20120412101740,27,92,23,30,11,83,37,3,7,8,191,53,8,31,4,15,120,16,9.9196310935,17,20120412101740,1214,10484,0,4,1536,1616,20120412101740,3198,73400,0,50,1635,1621,20120412101740,2345,94368,0,1,354,1555,20120412101740,1814,146800,1,60,121,265
20120412101800,20,79,20,33,11,87,38,6,6,7,166,47,6,32,4,19,104,31,10.2039106145,18,20120412101800,1140,31456,0,35,1421,1496,20120412101800,2949,73400,0,50,1513,1499,20120412101800,2202,94368,0,1,331,1440,20120412101800,1760,146800,0,54,115,248
20120412101820,26,88,28,20,7,67,31,5,11,10,165,52,11,34,4,15,98,23,10.5856115108,18,20120412101820,1173,31456,0,29,1480,1557,20120412101820,3083,73400,0,2,1575,1561,20120412101820,2185,104856,0,0,333,1495,20120412101820,1850,146800,0,41,114,247
20120412101940,73,182,49,17,7,65,39,1,13,30,262,79,15,8,1,6,89,8,11.8230932203,23,20120412101940,1541,31456,0,36,2002,2108,20120412101940,4110,73400,0,62,2132,2114,20120412101940,2949,94368,0,2,454,2021,20120412101940,2507,146800,2,48,151,336
20120412102000,90,125,35,41,17,105,56,4,11,19,231,78,9,42,1,9,126,15,12.0591715976,24,20120412102000,1719,31456,0,2,2175,2288,20120412102000,4426,73400,0,2,2314,2293,20120412102000,3169,94368,0,1,487,2198,20120412102000,2514,157284,3,46,163,361
20120412102020,72,123,25,29,9,101,55,1,8,18,236,58,7,38,2,15,147,31,11.5979487179,22,20120412102020,1697,31456,0,39,2111,2222,20120412102020,4310,52428,0,78,2248,2229,20120412102020,3087,104856,0,0,475,2131,20120412102020,2389,157284,2,55,161,350
20120412102040,53,113,28,27,11,122,61,6,11,13,213,61,10,45,2,13,136,36,11.0416233091,22,20120412102040,1521,31456,0,38,1997,2100,20120412102040,4045,52428,0,65,2125,2103,20120412102040,2950,104856,0,2,456,2023,20120412102040,2335,157284,2,59,157,343
20120412102100,52,123,38,43,10,102,47,6,10,19,226,81,13,43,6,14,120,30,11.480162767,21,20120412102100,1538,31456,0,2,2025,2129,20120412102100,4088,52428,0,3,2154,2134,20120412102100,2992,104856,0,1,462,2050,20120412102100,2435,157284,0,72,159,347
20120412102120,47,110,41,32,11,126,55,5,7,6,219,87,8,48,3,21,132,34,10.5927419355,19,20120412102120,1415,31456,0,43,1956,2056,20120412102120,3985,94368,0,73,2080,2059,20120412102120,2931,104856,0,0,454,1986,20120412102120,2293,125828,2,51,158,344
20120412102140,56,120,27,32,12,124,54,7,11,9,201,51,9,43,10,28,119,32,10.9439153439,22,20120412102140,1350,31456,0,36,1897,1995,20120412102140,3904,94368,0,3,2020,1999,20120412102140,2875,94368,0,2,444,1925,20120412102140,2335,125828,0,85,155,336
